ATCOCode,NaptanCode,PlateCode,CommonName,Landmark,Street,Indicator,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,Town,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,Status
450021663,45021663,45021663,Wakefield Road,Car Auction,Wakefield Road,stop,SE,N0077008,Cooper Bridge,Mirfield,Cooper Bridge,417560,421220,-1.735584948,53.687141495877832,BCT,MKD,OTH,active
450021664,45021664,45021664,Wakefield Road Robin Hood Cottage,Robin Hoods Cottage,Wakefield Road,stop,SE,N0077008,Cooper Bridge,Mirfield,Cooper Bridge,417350,421365,-1.73875665,53.688451729736691,BCT,MKD,OTH,active
450021665,45021665,45021665,Wakefield Road Old Mill,Premier Inn Hotel - Old Mill,Wakefield Road,stop,SE,N0077008,Cooper Bridge,Mirfield,Cooper Bridge,416995,421955,-1.744100008,53.693766256433882,BCT,MKD,OTH,active
450021666,45021666,45021666,The Royal Oak PH,The Royal Oak PH,Lower Edge Road,stop,NE,E0033110,Lower Edge,Elland,Elland - Lower Edge,412684,421436,-1.809407528,53.689222978172431,BCT,MKD,OTH,active
450021667,45021667,45021667,Appleyard Farm,,Lower Edge Road,stop,W,E0033110,Lower Edge,Elland,Lower Edge,412249,421298,-1.815999935,53.687992908760556,BCT,MKD,OTH,active
450021668,45021668,45021668,Lower Edge Rd Lodge Drive,School,Lower Edge Road,opp,E,E0033110,Lower Edge,Elland,Lower Edge,412064,421304,-1.818800993,53.688051101237370,BCT,MKD,OTH,active
450021669,45021669,45021669,Lower Edge Rd Whitwell Grove,,Lower Edge Road,before,W,E0032640,Elland,,Elland,411791,421250,-1.822936828,53.687571917658111,BCT,MKD,OTH,active
450021670,45021670,45021670,Lower Edge Rd Whitwell Grove,,Lower Edge Road,opp,E,E0032640,Elland,,Elland,411739,421267,-1.823723573,53.687725874554168,BCT,MKD,OTH,active
450021671,45021671,45021671,Riorges Link Elland Lane,Spring Gardens PH,Elland Riorges Link,,SE,E0032640,Elland,,Elland,411526,421370,-1.826945032,53.688656342485032,BCT,MKD,OTH,active
450021672,45021672,45021672,Riorges Link Elland Lane,Spring Gardens PH,Elland Riorges Link,NW bound,NW,E0032640,Elland,,Elland,411506,421379,-1.827247549,53.688737671664455,BCT,MKD,OTH,active
450021674,45021674,45021674,Lowfields Way,Flyover - Lowfields Business Park,Elland Riorges Link,,NE,E0032640,Elland,,Heathfield - Elland,411250,421410,-1.831122886,53.689021821330158,BCT,MKD,OTH,active
450021677,45021677,45021677,Whitewell Green Lane,,Whitewell Green Lane,stop,N,E0032640,Elland,,Heathfield - Elland,411704,421033,-1.824262288,53.685623441185690,BCT,MKD,OTH,active
450021678,45021678,45021678,Nunnery Lane,,Nunnery Lane,,SW,E0033439,Rastrick,Brighouse,Rastrick,412957,421450,-1.805273036,53.689342171539146,BCT,MKD,TIP,active
450021679,45021679,45021679,Arncliffe Crescent,,Sherburn Road,adj,SW,E0033439,Rastrick,Brighouse,Rastrick,412983,421611,-1.804872647,53.690788610368486,BCT,MKD,OTH,active
450021680,45021680,45021680,Burnsall Road,,Sherburn Road,at,SW,E0033439,Rastrick,Brighouse,Rastrick,413172,421782,-1.8020034,53.692320879119230,BCT,MKD,OTH,active
450021681,45021681,45021681,Field Lane Co-Op,,Highfield Road,opp,NW,E0033439,Rastrick,Brighouse,Rastrick,413298,421731,-1.80009747,53.691859323297464,BCT,MKD,OTH,active
450021682,45021682,45021682,Elland Hospital,Footbridge - Elland Hospital,Calderdale Way (Slip Road),,SE,E0032640,Elland,,Elland,411400,421306,-1.828855298,53.688083842287746,BCT,MKD,OTH,active
450021683,45021683,45021683,Tofts Grove,,Tofts Grove,,NE,E0033439,Rastrick,Brighouse,Rastrick,413706,421569,-1.793926034,53.690392801728727,BCT,MKD,OTH,active
450021684,45021684,45021684,Tofts Grove,Grove Inn PH,Tofts Grove,NE bound,NE,E0033439,Rastrick,Brighouse,Rastrick,413496,421306,-1.797117402,53.688034362506350,BCT,MKD,OTH,active
450021685,45021685,45021685,Grove Inn Delf Hill,Grove Inn PH,Tofts Grove,,SW,E0033439,Rastrick,Brighouse,Rastrick,413489,421274,-1.797224777,53.687746923667184,BCT,MKD,OTH,active
450021686,45021686,45021686,Delf Hill,,Delf Hill,on,SE,E0033439,Rastrick,Brighouse,Rastrick,413475,421197,-1.797440082,53.687055200792173,BCT,MKD,OTH,active
450021687,45021687,45021687,Field Lane,,Field Lane,opp,S,E0033439,Rastrick,Brighouse,Rastrick,413732,421657,-1.793528453,53.691183073798584,BCT,MKD,TIP,active
450021688,45021688,45021688,Slade Lane Lower Fold,,Slade Lane,N bound,N,E0033439,Rastrick,Brighouse,Rastrick,413517,420955,-1.796814586,53.684879012709878,BCT,MKD,OTH,active
450021689,45021689,45021689,Slade Lane Lower Fold,,Slade Lane,,S,E0033439,Rastrick,Brighouse,Rastrick,413533,420942,-1.796572893,53.684761757164459,BCT,MKD,OTH,active
450021690,45021690,45021690,Slade Lane Fletcher Crescent,,Slade Lane,stop,SW,E0033439,Rastrick,Brighouse,Rastrick,413509,420723,-1.796945732,53.682793985375092,BCT,MKD,TIP,active
450021691,45021691,45021691,Lyndhurst Road,,Huddersfield Road,,N,E0033714,Toothill,Brighouse,Toothill - Brighouse,414576,421515,-1.780754199,53.689884087775418,BCT,MKD,OTH,active
450021692,45021692,45021692,Lyndhurst Road,,Huddersfield Road,,S,E0033714,Toothill,Brighouse,Brighouse,414600,421575,-1.78038797,53.690422705974690,BCT,MKD,OTH,active
450021693,45021693,45021693,Knowles Road,,Huddersfield Road,,N,E0033714,Toothill,Brighouse,Toothill - Brighouse,414619,421744,-1.780092348,53.691941159268851,BCT,MKD,OTH,active
450021694,45021694,45021694,Daisy Road,,Huddersfield Road,at,S,E0032345,Brighouse,,Brighouse,414673,422010,-1.779262109,53.694330477528943,BCT,MKD,OTH,active
450021695,45021695,45021695,Daisy Road,,Huddersfield Road,,N,E0032345,Brighouse,,Brighouse,414684,422109,-1.779090868,53.695219987189830,BCT,MKD,OTH,active
450021696,45021696,45021696,Brighouse Rail Station,Brighouse Railway Station,Huddersfield Road,,N,E0032345,Brighouse,,Brighouse,414683,422451,-1.779089938,53.698293925150509,BCT,MKD,OTH,active
450021697,45021697,45021697,Brighouse Rail Station,River Calder Bridge - Brighouse Rail Stn,Huddersfield Road,,S,E0032345,Brighouse,,Brighouse,414681,422570,-1.779114637,53.699363557460835,BCT,MKD,OTH,active
450021698,45021698,45021698,Brighouse Sainsburys,Sainsbury Supermarket,Huddersfield Road,,S,E0032345,Brighouse,,Brighouse,414682,422713,-1.779092768,53.700648818747588,BCT,MKD,OTH,active
450021699,45021699,45021699,Huddersfield Rd Sainsburys,Sainsbury Supermarket,Huddersfield Road,at,S,E0032345,Brighouse,,Brighouse,414681,422728,-1.77910721,53.700783667169624,BCT,MKD,OTH,active
450021700,45021700,45021700,Brighouse Sainsburys,Sainsbury Supermarket,Huddersfield Road,opp,N,E0032345,Brighouse,,Brighouse,414672,422740,-1.779242966,53.700891774557185,BCT,MKD,OTH,active
450021701,45021701,45021701,Colne Valley Business Park,Colne Valley Business Park,Manchester Road,at,SW,E0033052,Linthwaite,Huddersfield,Linthwaite,409545,414312,-1.857156293,53.625257564048134,BCT,MKD,TIP,active
450021702,45021702,45021702,Colne Valley Business Park,Business Park - Convenience Store,Manchester Road,,NE,E0033052,Linthwaite,Huddersfield,Linthwaite,409557,414338,-1.856974068,53.625491040685034,BCT,MKD,TIP,active
450021703,45021703,45021703,Hoyle Ing,Hoyle Ing Dyeworks,Manchester Road,at,SW,E0033052,Linthwaite,Huddersfield,Linthwaite,409743,414501,-1.854156752,53.626952727903991,BCT,MKD,OTH,active
450021704,45021704,45021704,Hoyle Ing,Hoyle Ing Dyeworks,Manchester Road,,NE,E0033052,Linthwaite,Huddersfield,Linthwaite,409758,414533,-1.853928957,53.627240073752510,BCT,MKD,OTH,active
450021705,45021705,45021705,The Riverside,,Manchester Road,,NE,E0033052,Linthwaite,Huddersfield,Linthwaite,409855,414626,-1.85245937,53.628074179285015,BCT,MKD,OTH,active
450021706,45021706,45021706,The Riverside,,Manchester Road,opp,SW,E0033052,Linthwaite,Huddersfield,Linthwaite,409862,414613,-1.852353932,53.627957202652290,BCT,MKD,OTH,active
450021707,45021707,45021707,Royds Avenue,Royal Oak PH,Manchester Road,at,SW,E0033052,Linthwaite,Huddersfield,Linthwaite,409992,414739,-1.850384251,53.629087277135056,BCT,MKD,OTH,active
450021708,45021708,45021708,Royds Avenue,Royal Oak PH,Manchester Road,,NE,E0033052,Linthwaite,Huddersfield,Linthwaite,410018,414790,-1.849989482,53.629545183122701,BCT,MKD,OTH,active
450021709,45021709,45021709,Jovil,,Manchester Road,SW bound,SW,E0033052,Linthwaite,Huddersfield,Linthwaite,410166,414927,-1.84774712,53.630773742972252,BCT,MKD,OTH,active
450021710,45021710,45021710,Jovil,,Manchester Road,,NE,E0033052,Linthwaite,Huddersfield,Linthwaite,410219,414997,-1.8469434,53.631401895009574,BCT,MKD,OTH,active
450021711,45021711,45021711,Slant Gate,,Manchester Road,,SW,E0033052,Linthwaite,Huddersfield,Linthwaite,410437,415151,-1.843641726,53.632781820633220,BCT,MKD,OTH,active
450021712,45021712,45021712,Slant Gate,,Manchester Road Linthwaite,opp,NE,E0033052,Linthwaite,Huddersfield,Linthwaite,410459,415185,-1.843307904,53.633086984183429,BCT,MKD,OTH,active
450021713,45021713,45021713,Yew Tree Lane,Heywoods Fish & Chip Shop,Manchester Road,after,SW,E0033052,Linthwaite,Huddersfield,Linthwaite,410609,415294,-1.841035859,53.634063709075427,BCT,MKD,OTH,active
450021714,45021714,45021714,Yew Tree Lane,Fish & Chip Shop,Manchester Road,before,NE,E0033052,Linthwaite,Huddersfield,Linthwaite,410622,415329,-1.84083808,53.634378034169203,BCT,MKD,OTH,active
450021715,45021715,45021715,Spurn Point,Downey Machinery Ltd,Manchester Road,S bound,SW,E0033052,Linthwaite,Huddersfield,Linthwaite,410737,415429,-1.83909553,53.635274529813906,BCT,MKD,OTH,active
450021716,45021716,45021716,Spurn Point,Milnsbridge Sign,Manchester Road,,NE,E0033052,Linthwaite,Huddersfield,Linthwaite,410743,415456,-1.839003868,53.635517088482217,BCT,MKD,OTH,active
450021717,45021717,45021717,Cowlersley Junction,Car Wash,Manchester Road,W bound,W,E0032518,Cowlersley,Huddersfield,Cowlersley,411031,415605,-1.834643123,53.636850397720608,BCT,MKD,TIP,active
450021718,45021718,45021718,Cowlersley Junction,Car Wash,Manchester Road,,E,E0032518,Cowlersley,Huddersfield,Cowlersley,411059,415627,-1.834218882,53.637047552548530,BCT,MKD,TIP,active
450021719,45021719,45021719,New Street,YMCA,Manchester Road,opp,W,E0032518,Cowlersley,Huddersfield,Cowlersley,411322,415637,-1.830240945,53.637131868917230,BCT,MKD,OTH,active
450021720,45021720,45021720,New Street,YMCA,Manchester Road,,E,E0032518,Cowlersley,Huddersfield,Milnsbridge,411368,415639,-1.829545173,53.637148858268269,BCT,MKD,OTH,active
450021721,45021721,45021721,Pickford Street,The Queen PH,Manchester Road,,W,E0033186,Milnsbridge,Huddersfield,Milnsbridge,411567,415616,-1.826536364,53.636937814382819,BCT,MKD,OTH,active
450021722,45021722,45021722,Pickford Street,The Queen PH,Manchester Road,at,E,E0033186,Milnsbridge,Huddersfield,Milnsbridge,411570,415630,-1.826490477,53.637063582933074,BCT,MKD,OTH,active
450021724,45021724,45021724,Whiteley Street,Former Warren House Pub,Manchester Road,at,E,E0033186,Milnsbridge,Huddersfield,Milnsbridge,412001,415693,-1.819969684,53.637620226453890,BCT,MKD,OTH,active
450021725,45021725,45021725,Whiteley Street,Former Warren House Pub,Manchester Road,opp,W,E0033186,Milnsbridge,Huddersfield,Milnsbridge,412029,415686,-1.819546478,53.637556672769776,BCT,MKD,OTH,active
450021726,45021726,45021726,Park Road West,,Manchester Road,opp,NE,E0033186,Milnsbridge,Huddersfield,Milnsbridge,412280,415784,-1.815746512,53.638431737813562,BCT,MKD,OTH,active
450021727,45021727,45021727,Fifty Steps,Fifty Steps,Manchester Road,at,W,E0033363,Paddock,Huddersfield,Paddock Brow,412425,415836,-1.813551423,53.638895731161981,BCT,MKD,OTH,active
450021728,45021728,45021728,Fifty Steps,Fifty Steps - Car Wash,Manchester Road,,E,E0033363,Paddock,Huddersfield,Milnsbridge,412446,415855,-1.813233055,53.639066011608726,BCT,MKD,OTH,active
450021729,45021729,45021729,Paddock Brow,,Manchester Road,,W,E0033363,Paddock,Huddersfield,Paddock Brow,412777,415905,-1.808224786,53.639507515491417,BCT,MKD,OTH,active
450021730,45021730,45021730,Paddock Brow,,Manchester Road,,E,E0033363,Paddock,Huddersfield,Paddock Brow,412817,415928,-1.807618858,53.639713273515419,BCT,MKD,OTH,active
450021731,45021731,45021731,Stoney Battery Road,Car Dealership,Manchester Road,at,E,E0033363,Paddock,Huddersfield,Paddock Brow,412975,415965,-1.80522761,53.640041976198624,BCT,MKD,OTH,active
450021732,45021732,45021732,Stoney Battery Road,,Manchester Road,,W,E0033694,Thornton Lodge,Huddersfield,Thornton Lodge,413108,415957,-1.80321633,53.639966786022619,BCT,MKD,OTH,active
450021733,45021733,45021733,Birkhouse Lane,Railway Bridge,Manchester Road,,E,E0033694,Thornton Lodge,Huddersfield,Thornton Lodge,413294,415960,-1.800402974,53.639989099635926,BCT,MKD,OTH,active
450021734,45021734,45021734,Park Valley,Park Valley Mills Entrance,Meltham Road,near,SW,E0033074,Lockwood,Huddersfield,Lockwood,413000,414570,-1.80490726,53.627502890658413,BCT,MKD,OTH,active
450021735,45021735,45021735,Park Valley,Cricket Ground,Meltham Road,,NE,E0033074,Lockwood,Huddersfield,Lockwood,413036,414639,-1.80436006,53.628122186513352,BCT,MKD,OTH,active
450021736,45021736,45021736,Lockwood Viaduct,Lockwood Viaduct,Meltham Road,by,SW,E0033074,Lockwood,Huddersfield,Lockwood,413248,414832,-1.801146337,53.629851625916707,BCT,MKD,OTH,active
450021737,45021737,45021737,Lockwood Viaduct,Lockwood Viaduct,Meltham Road,,NE,E0033074,Lockwood,Huddersfield,Lockwood,413252,414852,-1.801085008,53.630031288656483,BCT,MKD,OTH,active
450021738,45021738,45021738,Meltham Road Surgery,Medical Centre,Meltham Road,,SW,E0033074,Lockwood,Huddersfield,Lockwood,413488,415051,-1.797507822,53.631813955692643,BCT,MKD,OTH,active
450021739,45021739,45021739,Meltham Road Surgery,Metham Road Surgery,Meltham Road,,NE,E0033074,Lockwood,Huddersfield,Lockwood,413532,415106,-1.796840084,53.632307178063179,BCT,MKD,OTH,active
450021740,45021740,45021740,Moor Lane New St,Netherton Surgery,Moor Lane,,E,E0033255,Netherton,Huddersfield,Netherton,412404,413065,-1.813978441,53.613990014508929,BCT,MKD,OTH,active
450021741,45021741,45021741,Moor Lane Crescent Rd,Junior School,Moor Lane,stop,E,E0033255,Netherton,Huddersfield,Netherton,412616,413092,-1.810772848,53.614227679201164,BCT,MKD,OTH,active
450021742,45021742,45021742,Delph Ln Moor Lane,Netherton Infant School,Moor Lane,W bound,W,E0033255,Netherton,Huddersfield,Netherton,412817,413131,-1.807733004,53.614573383023014,BCT,MKD,TIP,active
450021743,45021743,45021743,Moor Lane Bourn View Rd,,Moor Lane,adj,NE,E0033255,Netherton,Huddersfield,Netherton,413177,413284,-1.802284895,53.615939721136058,BCT,MKD,TIP,active
450021744,45021744,45021744,Delph Ln Moor Lane,,Delph Lane,corner,NW,E0033255,Netherton,Huddersfield,Netherton,412773,413143,-1.808397612,53.614682306278176,BCT,MKD,TIP,active
450021745,45021745,45021745,Hawroyd Bank Road,Playground,Hawkroyd Bank Road,,N,E0033255,Netherton,Huddersfield,Netherton,413302,413201,-1.800398872,53.615190570519594,BCT,MKD,OTH,active
450021746,45021746,45021746,Falconers Ride Hawkroyd Bank Road,,Falconers Ride,,NE,E0033255,Netherton,Huddersfield,Netherton,413303,413071,-1.800389261,53.614022082264278,BCT,MKD,OTH,active
450021747,45021747,45021747,Falconers Ride Kingfisher Grove,,Falconers Ride,,NE,E0033255,Netherton,Huddersfield,Netherton,413127,412986,-1.803053159,53.613262488245987,BCT,MKD,OTH,active
450021748,45021748,45021748,Coppice Dr Lavender Court,,Coppice Drive,opp,NE,E0033255,Netherton,Huddersfield,Netherton,412929,412853,-1.806051468,53.612071940507050,BCT,MKD,OTH,active
450021750,45021750,45021750,Coppice Drive Orchid Grove,,Coppice Drive,opp,E,E0033255,Netherton,Huddersfield,Netherton,412795,412802,-1.808078944,53.611616803505790,BCT,MKD,OTH,active
450021751,45021751,45021751,Coppice Drive Rowan Ave,,Coppice Drive,at,E,E0033255,Netherton,Huddersfield,Netherton,412647,412811,-1.810315566,53.611701258422265,BCT,MKD,OTH,active
450021753,45021753,45021753,Coppice Drive Lightenfield Ln,,Coppice Drive,at,S,E0033255,Netherton,Huddersfield,Netherton,412500,413019,-1.812529172,53.613574297098978,BCT,MKD,OTH,active
450021754,45021754,45021754,Church Lane Huddersfield Rd,,Church Lane,adj,SW,E0033255,Netherton,Huddersfield,Netherton,412001,412833,-1.820078887,53.611914053457845,BCT,MKD,OTH,active
450021755,45021755,45021755,Church Lane Crosland Spring Rd,Church,Church Lane,stop,SW,E0033579,South Crosland,Huddersfield,South Crosland,411732,412711,-1.824149338,53.610823527802658,BCT,MKD,OTH,active
450021756,45021756,45021756,Fleece Farm,Fleece Farm,Midway,at,NW,E0033579,South Crosland,Huddersfield,South Crosland,411546,412651,-1.826962835,53.610288327307565,BCT,MKD,OTH,active
450021757,45021757,45021757,Midway Madgin Lane,,Midway,opp,S,E0033579,South Crosland,Huddersfield,South Crosland,411487,412814,-1.827848629,53.611754687376362,BCT,MKD,TIP,active
450021758,45021758,45021758,Wilberlee,Wilberlee School,Heys Lane,,NW,N0077062,Wilberlee,Huddersfield,Wilberlee,406665,414792,-1.900690904,53.629615845572133,BCT,MKD,TIP,active
450021759,45021759,45021759,Clough House Lane,,Heys Lane,stop,SE,N0077062,Wilberlee,Huddersfield,Slaithwaite,406947,414449,-1.896434241,53.626529289956260,BCT,MKD,OTH,active
450021760,45021760,45021760,Ing Head,,Longlands Road,at,SE,E0032873,Hill Top,Huddersfield,Slaithwaite,407119,414350,-1.893835803,53.625637185698935,BCT,MKD,OTH,active
450021761,45021761,45021761,Ing Head,,Heys Lane,,NW,E0032873,Hill Top,Huddersfield,Slaithwaite,407108,414347,-1.894002189,53.625610368121414,BCT,MKD,OTH,active
450021762,45021762,45021762,Bank Gate Royd Street,,Bank Gate,stop,NW,E0032873,Hill Top,Huddersfield,Slaithwaite,407565,414229,-1.887095257,53.624543457929086,BCT,MKD,OTH,active
450021763,45021763,45021763,Hill Top,,Royd Street,opp,W,E0032873,Hill Top,Huddersfield,Slaithwaite,407568,414244,-1.88704954,53.624678238230416,BCT,MKD,OTH,active
450021764,45021764,45021764,Hill Top,,Royd Street,at,E,E0032873,Hill Top,Huddersfield,Slaithwaite,407572,414252,-1.88698887,53.624750086876837,BCT,MKD,OTH,active
450021765,45021765,45021765,Grove Street,,Royd Street,stop,W,E0032873,Hill Top,Huddersfield,Slaithwaite,407778,414235,-1.883874671,53.624594313369862,BCT,MKD,OTH,active
450021766,45021766,45021766,Bank Top,,Royd Street,stop,W,E0033571,Slaithwaite,Huddersfield,Slaithwaite,407932,414226,-1.881546502,53.624511143283613,BCT,MKD,OTH,active
450021767,45021767,45021767,Crimble Bank,Public Footpath,Crimble Bank,at,N,E0033571,Slaithwaite,Huddersfield,Slaithwaite,408157,414473,-1.878138251,53.626727820284927,BCT,MKD,OTH,active
450021768,45021768,45021768,Radcliffe Rd James Street,,Radcliffe Road,stop,W,E0033571,Slaithwaite,Huddersfield,Slaithwaite,408239,414476,-1.876898316,53.626753518994967,BCT,MKD,TIP,active
450021769,45021769,45021769,Radcliffe Rd New North Road,,Radcliffe Road,stop,W,E0033571,Slaithwaite,Huddersfield,Slaithwaite,408429,414452,-1.874026116,53.626534819919932,BCT,MKD,OTH,active
450021770,45021770,45021770,Highwood Farm,Highwood Farm,Radcliffe Road,opp,W,E0033571,Slaithwaite,Huddersfield,Slaithwaite,408663,414506,-1.870486521,53.627016414365883,BCT,MKD,OTH,active
450021771,45021771,45021771,Highwood Farm,Highwood Farm,Radcliffe Road,adj,E,E0033571,Slaithwaite,Huddersfield,Slaithwaite,408685,414518,-1.870153544,53.627123913020682,BCT,MKD,OTH,active
450021772,45021772,45021772,Radcliffe Rd Cocks Crossing,Cocks Crossing,Radcliffe Road,opp,NE,E0033571,Slaithwaite,Huddersfield,Slaithwaite,408841,414587,-1.867792836,53.627741521436555,BCT,MKD,OTH,active
450021773,45021773,45021773,Radcliffe Rd Cocks Crossing,Cocks Crossing,Radcliffe Road,adj,SW,E0033571,Slaithwaite,Huddersfield,Slaithwaite,408871,414596,-1.867338965,53.627821914287772,BCT,MKD,OTH,active
450021774,45021774,45021774,Radcliffe Road Dunnock Fold,,Radcliffe Road,stop,W,E0033571,Slaithwaite,Huddersfield,Slaithwaite,409052,414668,-1.864600071,53.628466005494545,BCT,MKD,OTH,active
450021775,45021775,45021775,Radcliffe Road Westwood House,Westwood House,Radcliffe Road,stop,SW,E0033807,Wellhouse,Huddersfield,Wellhouse,409336,414885,-1.860299328,53.630411516429184,BCT,MKD,OTH,active
450021776,45021776,45021776,Lower Wellhouse Road,Wellhouse Junior & Infant School,Radcliffe Road,,NE,E0033807,Wellhouse,Huddersfield,Wellhouse,409546,415110,-1.857116991,53.632430115755106,BCT,MKD,TIP,active
450021777,45021777,45021777,Share Hill Bank End Road,,Share Hill,stop,NW,E0033807,Wellhouse,Huddersfield,Wellhouse,409465,415438,-1.858332034,53.635379690291181,BCT,MKD,OTH,active
450021778,45021778,45021778,Brook Lane Victoria Ln,Drakes Extrusion Factory,Brook Lane,corner,E,E0032739,Golcar,Huddersfield,Golcar,409482,415629,-1.858069187,53.637096127160056,BCT,MKD,OTH,active
450021779,45021779,45021779,James Street Myrtle Rd,,James Street,,E,E0032739,Golcar,Huddersfield,Golcar,409970,415653,-1.850687964,53.637302882247852,BCT,MKD,OTH,active
450021780,45021780,45021780,James Street Myrtle Rd,,James Street,adj,W,E0032739,Golcar,Huddersfield,Golcar,409979,415642,-1.850552197,53.637203842870697,BCT,MKD,OTH,active
450021781,45021781,45021781,Knowl Road,Methodist Providence Church,Knowl Road,,E,E0032739,Golcar,Huddersfield,Golcar,410055,415760,-1.849399007,53.638263008651975,BCT,MKD,OTH,active
450021782,45021782,45021782,Knowl Road,Methodist Providence Church,Knowl Road,on,W,E0032739,Golcar,Huddersfield,Golcar,410040,415745,-1.84962635,53.638128470834303,BCT,MKD,OTH,active
450021783,45021783,45021783,Church Street,Rose & Crown PH,Knowl Road,,SE,E0032739,Golcar,Huddersfield,Golcar,409884,415751,-1.851985547,53.638185334842227,BCT,MKD,OTH,active
450021784,45021784,45021784,St Johns Church,St Johns Church,Church Street,opp,W,E0032739,Golcar,Huddersfield,Golcar,409717,415757,-1.854511119,53.638242354287478,BCT,MKD,OTH,active
450021785,45021785,45021785,St Johns Church,St Johns Church,Church Street,,E,E0032739,Golcar,Huddersfield,Golcar,409711,415773,-1.854601371,53.638386275006553,BCT,MKD,OTH,active
450021786,45021786,45021786,Golcar Town End,Car Park - Town End,Town End,,S,E0032739,Golcar,Huddersfield,Golcar,409616,415873,-1.856035131,53.639286824894306,BCT,MKD,TIP,active
450021787,45021787,45021787,Golcar War Memorial,War Memorial,Leymoor Road,at,SW,E0032739,Golcar,Huddersfield,Golcar,409644,415995,-1.855607902,53.640382872015337,BCT,MKD,OTH,active
450021788,45021788,45021788,Golcar War Memorial,Rising Sun PH,Leymoor Road,,NE,E0032739,Golcar,Huddersfield,Golcar,409654,416045,-1.855455117,53.640832098047198,BCT,MKD,OTH,active
450021789,45021789,45021789,Banks Approach,,Leymoor Road,,SW,E0032739,Golcar,Huddersfield,Golcar,409762,416140,-1.853818645,53.641683993776056,BCT,MKD,OTH,active
450021790,45021790,45021790,Hollin Hall Lane,,Leymoor Road,,S,E0032739,Golcar,Huddersfield,Golcar,409852,416314,-1.852451897,53.643246266806820,BCT,MKD,OTH,active
450021791,45021791,45021791,Hollin Hall Lane,,Leymoor Road,at,E,E0032739,Golcar,Huddersfield,Golcar,409849,416336,-1.852496587,53.643444062115130,BCT,MKD,OTH,active
450021792,45021792,45021792,Parkwood Road,,Leymoor Road,,NE,E0032739,Golcar,Huddersfield,Golcar,410005,416425,-1.850134074,53.644241082958111,BCT,MKD,OTH,active
450021793,45021793,45021793,Parkwood Road,Leymoor Cricket Ground,Leymoor Road,opp,SW,E0032739,Golcar,Huddersfield,Golcar,410032,416425,-1.849725659,53.644240571947641,BCT,MKD,OTH,active
450021794,45021794,45021794,Darbyfields,,Leymoor Road,,E,E0032739,Golcar,Huddersfield,Golcar,410310,416529,-1.845517096,53.645169997420730,BCT,MKD,OTH,active
450021795,45021795,45021795,Darbyfields,Unknown,Leymoor Road,opp,W,E0032739,Golcar,Huddersfield,Golcar,410319,416521,-1.845381217,53.645097916761372,BCT,MKD,OTH,active
450021796,45021796,45021796,Leymoor Road Co-op,Leymoor Road Co-op,Sycamore Avenue,,S,E0032739,Golcar,Huddersfield,Golcar,410512,416505,-1.842462288,53.644950307004663,BCT,MKD,OTH,active
450021797,45021797,45021797,Leymoor Road Co-op,Sycamore Grange,Sycamore Avenue,,N,E0032739,Golcar,Huddersfield,Golcar,410523,416444,-1.842297936,53.644401811012955,BCT,MKD,OTH,active
450021798,45021798,45021798,Greenway,Carlton Care Home,Greenway,at,W,E0032739,Golcar,Huddersfield,Golcar,410628,416229,-1.840716923,53.642467258911246,BCT,MKD,TIP,active
450021799,45021799,45021799,Greenway,Carlton Care Home,Greenway,,E,E0032739,Golcar,Huddersfield,Golcar,410640,416241,-1.840535007,53.642574875556825,BCT,MKD,TIP,active
450021800,45021800,45021800,Botham Hall Road,Parade of Shops,Greenway,,W,E0033186,Milnsbridge,Huddersfield,Golcar,410883,416273,-1.836858317,53.642857552625983,BCT,MKD,OTH,active
450021801,45021801,45021801,Chapel Lane Back Ln,,Laycock Lane,at,SW,E0033013,Laycock,Keighley,Laycock,403207,440969,-1.952718303,53.864927312423461,BCT,MKD,TIP,active
450021802,45021802,45021802,Laycock Lane Chapel Ln,Unknown,Laycock Lane,,NE,E0033013,Laycock,Keighley,Laycock,403236,441010,-1.952276912,53.865295640742374,BCT,MKD,OTH,active
450021803,45021803,45021803,Laycock Lane Hill Clough Grove,Laycock Primary School,Laycock Lane,,SW,E0033013,Laycock,Keighley,Laycock,403401,441131,-1.949766605,53.866382152162956,BCT,MKD,OTH,active
450021804,45021804,45021804,Laycock Lane Hillclough Grove,,Laycock Lane,,SW,E0033013,Laycock,Keighley,Laycock,403589,441253,-1.946906397,53.867477445259596,BCT,MKD,OTH,active
450021805,45021805,45021805,Braithwaite Road New Church,Church,Braithwaite Road,E bound,E,E0032772,Guard House,Keighley,Braithwaite,403836,441568,-1.943146467,53.870306903980847,BCT,MKD,OTH,active
450021806,45021806,45021806,Braithwaite Road Whinfield Dr,Braithwaite School,Braithwaite Road,E bound,E,E0032331,Braithwaite,Keighley,Braithwaite,404333,441641,-1.935587115,53.870959214815329,BCT,MKD,TIP,active
450021807,45021807,45021807,Braithwaite Road Whinfield Dr,Braithwaite School,Braithwaite Road,,W,E0032331,Braithwaite,Keighley,Braithwaite,404364,441636,-1.935115731,53.870914022729792,BCT,MKD,TIP,active
450021808,45021808,45021808,Braithwaite Road West Ln,,Braithwaite Road,E bound,E,E0032331,Braithwaite,Keighley,Braithwaite,404718,441683,-1.929731336,53.871333431982642,BCT,MKD,TIP,active
